day,topic_principal,sub_topic0,sub_topic1,sub_topic2,sub_topic3,sub_topic4,sub_topic5,sub_topic6
8,4,0.04257140655231931,0.022839023476200683,0.011207093831512964,0.0056839919094367536,0.01422636144773248,0.0061148742210182586,0.015144362006241127
8,5,0.011329108276938376,0.0042644188132522345,0.003059410397578059,0.004760250427256046,0.008589454451250597,0.0148749666137885,0.0075253657440795246
8,6,0.0157767075791221,0.017556705820027475,0.01521172167303293,0.015918676466837013,0.014729013943147485,0.008595574563558523,0.008205836839766124
8,7,0.015299642736090515,0.015142300688817587,0.0029260301159842687,0.007839222335879144,0.020566180994929958,0.006182466605225394,0.007344923184262351
8,8,0.009975066178585254,0.008478214412515686,0.01046000970612816,0.002430996778453149,0.003663227718225573,0.009984616019903282,0.012640793337182689
8,9,0.02115333705257888,0.008634674068506322,0.005011035349648502,0.0030291494121803767,0.006148412198051897,0.005588890201602382,0.004885677651330757
9,0,0.013580008317374857,0.0019412808463290998,0.01324771252350517,0.006891141938880447,0.0038944490957065225,0.008012235836348556,0.005913336930515765
9,1,0.012460405914074154,0.003845833197886253,0.01451688035735679,0.004408404390833129,0.009646495048983942,0.010172024424259738,0.009145510233222789
9,2,0.0012055812811514164,0.006843251424452878,0.021641812145240406,0.019939782590627585,0.0042013598840933905,0.015403913019497291,0.026943978625177063
9,3,0.01496964721217949,0.0025094429355722934,0.005150914730298137,0.004992559580120739,0.016108045533148076,0.01206116532840474,0.00523513779755859
9,4,0.038224166025118814,0.010653774116297095,0.020749634835733312,0.0203574718200729,0.017247893613785134,0.0021353106370968307,0.011887863709427801
9,5,0.010629202319672999,0.005454520403378066,0.002725440380076301,0.005927442778066252,0.00956073068744277,0.014996697856768796,0.007593764024700229
9,6,0.019442787650167204,0.01438825128397911,0.016272347742039263,0.013205226655208012,0.014742536686473406,0.008357162706203845,0.01082995402757894
9,7,0.024067229254733088,0.016581983572692638,0.0018313098048738413,0.01071164627008664,0.019310068277884077,0.002580840838307236,0.005677475556274068
9,8,0.007375537260229203,0.005695606442622516,0.009597025921525903,0.005832225956122927,0.004238543613708889,0.010407420902386994,0.016466734033797795
9,9,0.020694940720601702,0.009681451285726395,0.005342711179506991,0.0043647401666389845,0.004636468578169264,0.005564529840322392,0.0063134029626074764
10,0,0.012964416257582876,0.0018271144431104645,0.013264850720641512,0.006581941723574342,0.0039061580763123252,0.00890576683628701,0.006503466901512374
10,1,0.011116369018261681,0.005030414373535508,0.015098622079829262,0.0070647712888651385,0.005374902056074573,0.012174113223074441,0.008029653671772828
10,2,0.0012629316106997845,0.009418862574124625,0.019535671689725226,0.02484580961851199,0.00421441474289245,0.012101108085249918,0.025327540960104755
10,3,0.014486979264274879,0.0033898788338042854,0.0061857531132437,0.006186807823087945,0.014431805351466612,0.013313072078614954,0.006769068805817453
10,4,0.04248271812986319,0.009509111438845988,0.022298477241205945,0.020330335894367352,0.02036315718949392,0.011424326688757619,0.00853940190947358
10,5,0.009097787254503862,0.005731209290326171,0.0030831679582081694,0.006176169683859888,0.01029189259641716,0.01508038059524084,0.007527834494982959
10,6,0.014545446462197964,0.015915666274712928,0.010742836082320344,0.018326859833427692,0.006208645708610861,0.011369622029086885,0.01383048435649851
10,7,0.025340121318529855,0.017348620301668016,0.0021042064850113553,0.01026189516026705,0.016206528166323043,0.0023904764314282155,0.0040477561402590175
10,8,0.005621367968387332,0.004345909351231227,0.008609642622785975,0.0036662480010378365,0.0030470190030139404,0.018894932361171648,0.015443362982424769
10,9,0.018929994694013005,0.012276878593558926,0.004290681460597834,0.002099268852003496,0.0049238287224511795,0.006467232642349726,0.005009168889192838
11,0,0.013577315026473588,0.0018038443541904556,0.012240575873278085,0.005301853940998312,0.00454114482512201,0.008567686134943433,0.006888556682849645
11,1,0.013173987044094058,0.005282636102885932,0.013854038967106526,0.008894778040800732,0.0033943980917859754,0.00959971476600472,0.008262860081984126
11,2,0.0191670937527255,0.0109133439599815,0.020125074390642823,0.022772727388532737,0.0127120581653978,0.01284159765071033,0.014291006818191669
11,3,0.01352635877154724,0.005184038552423469,0.016227018279255986,0.006352730134345033,0.010034726995700535,0.007454831744726865,0.01146743750136398
11,4,0.027961191338497508,0.03415927280143202,0.018412678466728484,0.014842293598872052,0.016623402850277073,0.0014661410963761436,0.009842633572300996
11,5,0.01065761103847156,0.0056656797428921955,0.002642203373357309,0.004218001840303575,0.01007557873167335,0.01378709722253773,0.007993860599204016
11,6,0.011519645577242518,0.018220347786263056,0.011368246316907069,0.01917732529357929,0.009156777801550242,0.012138165635173668,0.010217224512119568
11,7,0.019212164979290562,0.015840672060824148,0.002496392574208996,0.008942439170616979,0.019778135472625167,0.002654663629028043,0.004353720007552066
11,8,0.0064945631672886205,0.005250797935735132,0.007474917112080475,0.002802573096614576,0.00634740979159279,0.015605081720241842,0.01629473776606305
11,9,0.020777701010718803,0.008331971121557267,0.011793850153024983,0.0021006768421556066,0.004292295950595629,0.0069481213514561374,0.005136802539633678
12,0,0.01342363162646972,0.0019379626429481967,0.012296541564203674,0.006286833474461432,0.0047866411640718285,0.008700270543782241,0.007288990325039537
12,1,0.016860265723996713,0.0044772741433660515,0.011147386894794277,0.007535983852996151,0.004279044460394318,0.00620623977056841,0.008339789184653374
12,2,0.0017274331287596939,0.008992804010030444,0.02806053852467277,0.017283033131034055,0.006366944920907167,0.016038766445020714,0.01698615911232455
12,3,0.01586611604730082,0.002673821191708347,0.010164525181059076,0.005371731333146573,0.010782833993548239,0.008368167991762534,0.013694945163189018
12,4,0.03162669475792845,0.02072189386928406,0.010104817775379247,0.0074398786945166625,0.01195312958796908,0.006087025237891029,0.019995327873610982
12,5,0.011620660597755041,0.004466282678980953,0.003788140258826245,0.0047528094595159975,0.009595373096759077,0.012730987715660875,0.008205085270839378
12,6,0.010563443235114513,0.021268254432668568,0.011309828770624733,0.018899072063609666,0.0089409677391376,0.011538487277995649,0.009089622436953874
12,7,0.015514080958709273,0.012605738939307788,0.0021840475482063112,0.007930487139572269,0.022877961770123134,0.004137511929106455,0.006534385664267318
12,8,0.00888251511108676,0.0059596811371368675,0.008099566831267786,0.003830407868766987,0.004388550545405842,0.01257727322277516,0.01386522710518682
12,9,0.020979330887749788,0.00871174975394707,0.009155516484313089,0.0021690846292926873,0.00439289000433765,0.005791178929363174,0.005243716222705227
13,0,0.013088914616985095,0.0018921649798535958,0.011404365224756128,0.008771304709596606,0.00445615916931727,0.007979081946321766,0.006898209580481604
13,1,0.015966849367259617,0.0047368127335270255,0.010320904786557526,0.010225607580694797,0.004826834464784786,0.006681414912540299,0.006861706790840716
13,2,0.07347957545307879,0.004771314162116786,0.014341966791925247,0.010649169006043001,0.005012750267908511,0.007374564831614955,0.009761631044443499
13,3,0.015727269763944042,0.0024786164629947275,0.009432422385247899,0.00661788411572276,0.012330211837071668,0.007930967273738909,0.0112868126940338
13,4,0.04019126055161236,0.018288600621564385,0.01045851510282754,0.010239107695805091,0.01292094587430132,0.006838484654021749,0.015453354455621097
13,5,0.011688667144997092,0.004160159024044671,0.0036629734494590203,0.004560068930426928,0.009541792252519986,0.012863214775481698,0.007723597838616479
13,6,0.009501869003487689,0.02128469193859562,0.013282251220080471,0.020495967348290976,0.008039488773350192,0.010406851569957371,0.007297435700704768
13,7,0.014474504710199457,0.012050175367564083,0.0027446733910537753,0.00749337646756719,0.02275902907133629,0.0050463888859908195,0.00667164846159895
13,8,0.009252281060245946,0.008738397708286645,0.01000490200294965,0.0038719088737737455,0.005538017381619409,0.00971990100611066,0.01205584017667878
13,9,0.01618954870577478,0.006633656514111806,0.009429580180694891,0.0015567131359820123,0.03608178935211603,0.005383498214961244,0.005090576190525851
14,0,0.013244663626987554,0.0020727300742243962,0.011375103097387094,0.006448885688933696,0.005064707002802618,0.0075699772236368056,0.008684767762434915
14,1,0.01701025132654887,0.004968945215823141,0.011049164171926673,0.010712334351265016,0.005167573418738935,0.004782577230971344,0.007646639632647652
14,2,0.005092940850088446,0.008385971831782624,0.024545262416814144,0.01782523986021918,0.00597968596016096,0.021108550249364862,0.01582467760514879
14,3,0.01529206078690994,0.002057085192097598,0.00911276754593609,0.005731778428297277,0.010565382816101683,0.00950357735877383,0.016403208531829812
14,4,0.03839198740214782,0.022559535613820212,0.01066680443806273,0.009099082635065115,0.010393402265709789,0.01298600488662624,0.015165264392523971
14,5,0.011340472625554354,0.0042025444219210535,0.003790464934421429,0.00484565952640119,0.009553963033627811,0.013778155705641549,0.00774704570409331
14,6,0.009427340677073601,0.020775945663964936,0.008075833005073762,0.02291489828457124,0.006849834219006783,0.008829954275344425,0.00792341653708005
14,7,0.014095515881809214,0.01215159210664336,0.0020902474749409567,0.006327975478411889,0.0223689395787118,0.006231771970133698,0.007067322327702052
14,8,0.012212328272627767,0.005780826274977565,0.009558942806244532,0.00625720657039604,0.005081137638927204,0.009116217751055034,0.011361261029728342
14,9,0.018296655976391865,0.0074284081171800765,0.018596053028192918,0.001941904802536129,0.009148933903263377,0.007969838225400986,0.00499113338380133
15,0,0.013980242451056637,0.0019296297105605167,0.011836487505061673,0.0061691580502344625,0.004657437672217706,0.00743514422103245,0.0077721730678423345
15,1,0.016400279756478165,0.0046315998997715655,0.012020873748972672,0.009609433053582021,0.005321076420650596,0.004720564816077054,0.006898558975363319
15,2,0.0023463782674928517,0.006443618614986579,0.020309000630680682,0.02087778072187534,0.007860124933549407,0.022799355335115325,0.02135243501622005
15,3,0.015154570429351045,0.0023272457377491525,0.010904407927016288,0.0060069824398249465,0.011691427961968155,0.008752421682842026,0.013310795799394879
15,4,0.04040435606749424,0.021717279005528358,0.010483189895513082,0.009718754161613767,0.011646181502825065,0.013002131708127676,0.01520503594413669
15,5,0.010826124321799325,0.004358174078371803,0.0039964988603970976,0.0042886832382470035,0.009690076108555852,0.014640578739618706,0.007410120719206467
15,6,0.0101345838321006,0.020316370159074493,0.010332384410177113,0.023127545711791552,0.007129752394748872,0.01123877822211729,0.006936926984494809
15,7,0.01641870073711675,0.013980207127352023,0.0018076822808294672,0.006044341163427017,0.020725935464431734,0.005548492788616213,0.006550453651948969
15,8,0.009429922594124054,0.007352385793356907,0.009169601709422062,0.013031502960010067,0.003927972120309107,0.010105779065597372,0.010352289866918126
15,9,0.017386374610253153,0.010077509372334847,0.014074871623477548,0.009839191069473193,0.006629638453607139,0.007891907473350494,0.005351371555562407
16,0,0.013724559624413053,0.0019007121014011036,0.012253239621105753,0.00579032938874803,0.003753010434854598,0.008787857300552973,0.0065940647801969576
16,1,0.014526978646180617,0.005465135229729365,0.013833000749720393,0.011856258011197761,0.0047572129521385705,0.004125023178253245,0.00869371538996226
16,2,0.0012901840524530148,0.00639924282203258,0.027282914511865392,0.02016513041498242,0.002844929387089122,0.01756434096883882,0.02198519492693707
16,3,0.015653616389282896,0.002013262451971954,0.00417480967928805,0.006166236105213209,0.015469616638386162,0.016087715158541724,0.006451877316550996
16,4,0.046287575077239365,0.010457621418760102,0.022507719365015097,0.02008982705317597,0.020258125426057403,0.0012386169739445486,0.008930501439982771
16,5,0.010609569319439481,0.0054308546715472975,0.0037487419101005235,0.005423989348132122,0.009123107735837003,0.014852171270869017,0.0074612091983262355
16,6,0.010297611788592297,0.021358458427917077,0.012465937879211873,0.021239047545142036,0.005498448681912606,0.009972542647016044,0.004960941461044334
16,7,0.02271160273535355,0.015176981498157091,0.0018471872385686003,0.008081145050882869,0.018277473584639593,0.0029315028789040137,0.0050763179752061115
16,8,0.00565308759316047,0.004720698634369286,0.007520321285790064,0.030569495010810504,0.007322226021630672,0.009767161923818948,0.012984602026818363
16,9,0.013652784974533191,0.01810385892231499,0.018577408803116154,0.003901385646126836,0.011356144748945907,0.0071681371502113084,0.0033391590437660116
17,0,0.013690496494112353,0.001552908980463497,0.012436263712961016,0.008037911951635324,0.005133374661415958,0.007471040556699867,0.0066077076478310735
17,1,0.013894860833180239,0.0070725191127417875,0.014213161999950959,0.012260448478338196,0.004574324730152087,0.004142001064944069,0.008740470918783121
17,2,0.0012111881436820363,0.008069804743319081,0.02856499921200017,0.016100515868407373,0.0046501014693519985,0.013601988795458882,0.022038976499317207
17,3,0.014210383086248016,0.0022024668704285454,0.007543172233495321,0.0036071568460637957,0.01731176650264191,0.014005210864318196,0.006369867394560496
17,4,0.033273406794613804,0.009807861951210051,0.018932943149167707,0.01892855141531303,0.01464868651305419,0.038825151242132525,0.007845072632060981
17,5,0.0100397179861311,0.005178120069935155,0.003845706889426729,0.005665310945598584,0.008751959785581813,0.014909119819679656,0.007839097099145188
17,6,0.0075784117220249626,0.020618878395495557,0.012562119858375093,0.02454039937374983,0.005957110275762685,0.018304825173923542,0.006934651614631737
17,7,0.02677889525204242,0.01619555510765657,0.0008339944542938716,0.011492465401110982,0.016631033313395688,0.002364344601244163,0.0049862207127799405
17,8,0.006889889353619066,0.004902916837848997,0.008913346464622319,0.01929466597863087,0.008248006919446969,0.010872169572664209,0.013537670384320926
17,9,0.01534782500425693,0.016140887737836968,0.020936740572785044,0.0024605311587961227,0.007820890148884783,0.005391414296573054,0.003141125632468848
18,0,0.013427389336740588,0.005074915311366571,0.0112035571034328,0.005530372362453754,0.004387160014225455,0.00784716297047507,0.007763080200867557
18,1,0.015012678978646922,0.004085778851489613,0.013861949821064916,0.008843422701284097,0.005124711133577203,0.003861484292513295,0.00827150277833626
18,2,0.0015060145484421137,0.00871363766541642,0.02325295306420271,0.01736559368443825,0.0069185999716909,0.01613698952957544,0.021068685309384712
18,3,0.015979514115162144,0.0029666321287492915,0.0107740631987241,0.005815672582801967,0.011816406283998385,0.008722331935587494,0.008975531753216675
18,4,0.036220297056138634,0.019568306663198042,0.010081565228295878,0.011123409752073772,0.009541015706369973,0.028828638478319197,0.012849734788014293
18,5,0.011146112488422264,0.004223932079186807,0.004229895076961789,0.004416812558953077,0.008845136653583368,0.013314964523492396,0.008055890540361668
18,6,0.009736310149191203,0.020952373551889742,0.01153738765673069,0.021694546944087068,0.007237223558065335,0.01372366364439236,0.006964679455970967
18,7,0.014127966621442034,0.01293423721792956,0.0029858999703937777,0.006784314362351466,0.021137055312857127,0.004772261916774551,0.007067097319322476
18,8,0.00807247688453655,0.0053905191406745726,0.011096317473491886,0.006465539367327538,0.007143849079203076,0.009265650302570016,0.013586203890441573
18,9,0.01955451696196466,0.012027348989595314,0.009530512166711334,0.004074576870560594,0.0062059980464843284,0.006184992076256684,0.005325221712799591
19,0,0.014040776391660598,0.00186509928838282,0.011132089401389182,0.00569212308437987,0.0046194453272865475,0.006994807920369828,0.00847938524716215
19,1,0.015350990374947278,0.004437974848546342,0.012495358828363501,0.006516029454941878,0.005422287472186026,0.005513892893727176,0.008670086316860086
19,2,0.002150497748905087,0.009541483237877867,0.02666944661096697,0.01661732995609671,0.009110470221338736,0.015138986166744854,0.019305232680534058
19,3,0.016118900521573894,0.0026152821243949813,0.009505703259748704,0.005969890031847357,0.012333646904330626,0.007324981568843298,0.008785989656659042
19,4,0.028485630397446914,0.016495495243437595,0.008265937189589078,0.009534819526165623,0.009441003244754968,0.046284164175171165,0.01551723806970362
19,5,0.01174084175286119,0.0038571749270027212,0.00463834444318867,0.004404360284018389,0.007730767791852112,0.013447655664768299,0.008935554318861725
19,6,0.009266263916115099,0.022540331339573755,0.009368783838601501,0.022219907043211144,0.00937373486034658,0.011182441718737349,0.00807751748709936
19,7,0.014458622973458122,0.01317243958366354,0.0026902845425124944,0.008652736409465532,0.02048506432524325,0.010202761575221934,0.006757447585109274
19,8,0.01004556862078101,0.00719854434018989,0.010785705763217676,0.005324380224321739,0.005447506855017262,0.008621475225603897,0.011874155395906876
19,9,0.01982508871761586,0.011978628741680158,0.010014720392850198,0.005595465773347768,0.009312807975204238,0.0038810112930972593,0.0062038555011937275
20,0,0.011462056464580489,0.02193309602796843,0.00997139345216593,0.00665114518999598,0.0038548581184973526,0.006569645956533609,0.0065965421431684905
20,1,0.016939675510109775,0.0049003847048808575,0.010450900083338231,0.008452819611117218,0.0040807519732278825,0.005917282159890892,0.007927012779717602
20,2,0.010304096708476079,0.007905318563848027,0.025535812273087242,0.015332487223399555,0.007293615886455827,0.015552724446137398,0.018894303343504223
20,3,0.01564133733454279,0.0029464142370562796,0.009734259698941913,0.005786820419976032,0.014727621987597589,0.008147848119300206,0.007761464048028623
20,4,0.03997185743126546,0.01739864231310321,0.009812718920243744,0.013138174655721063,0.011057367203227373,0.0014304517178109484,0.021104993519976536
20,5,0.011358766512839638,0.0038993100360056364,0.005987468842530304,0.004707819512926576,0.007859600762769635,0.013332656895890258,0.008753879566749456
20,6,0.008968323219481744,0.02358287408831485,0.014802843464191128,0.02170301042710669,0.00709045788971533,0.00838674448203939,0.006871085629258153
20,7,0.01614044406567299,0.012679659682709314,0.0023937646169970937,0.007066474086629134,0.02012270241675522,0.013793252545124878,0.007589953656704222
20,8,0.010780537416026314,0.007824798683409014,0.009919407001146942,0.0024914886618815422,0.005406510143764339,0.009575930489918538,0.012491023563594078
20,9,0.02029634760187708,0.011917401831355088,0.010765361786915045,0.004198864724570109,0.007671466739392441,0.004657417479813688,0.005258597667091211
21,0,0.013297113342173301,0.0018335108477445516,0.0117970321327666,0.005957388518596273,0.004329216807677419,0.008911039612557297,0.007375181658603384
21,1,0.017779375506151173,0.004731601693767423,0.00795648293940713,0.007883371614677013,0.004995834009923217,0.008171954664167995,0.008535271433565068
21,2,0.0015989184621672862,0.008568409576835686,0.02598539478417442,0.01772636571362888,0.008743867909690157,0.017813164773337827,0.021593101366897367
21,3,0.015690307506647173,0.0036527855161409637,0.010356066489756599,0.004723823758353059,0.014455310425388472,0.008231301923283016,0.00873791311937631
